File_ID,error_source,error_relpath,overt_past_finite_verbs,bare_past_error_tokens,past_verb_opportunities,past_overgeneralization_errors,past_overgeneralization_errors_per_past_opp
pair_sli479_td471_rep02_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep02_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep02_TD_bundle.cha,49,0,49,0,0.0
pair_sli479_td471_rep03_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep03_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep03_TD_bundle.cha,60,1,61,0,0.0
pair_sli479_td471_rep04_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep04_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep04_TD_bundle.cha,38,0,38,0,0.0
pair_sli479_td471_rep05_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep05_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep05_TD_bundle.cha,52,0,52,0,0.0
pair_sli479_td471_rep06_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep06_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep06_TD_bundle.cha,53,0,53,0,0.0
pair_sli479_td471_rep07_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep07_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep07_TD_bundle.cha,59,1,60,0,0.0
pair_sli479_td471_rep08_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep08_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep08_TD_bundle.cha,54,1,55,0,0.0
pair_sli479_td471_rep09_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep09_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep09_TD_bundle.cha,51,0,51,0,0.0
pair_sli479_td471_rep10_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep10_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep10_TD_bundle.cha,53,0,53,0,0.0
pair_sli480_td450_rep01_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep01_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep01_TD_bundle.cha,29,0,29,1,0.034482758620689655
pair_sli480_td450_rep02_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep02_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep02_TD_bundle.cha,13,0,13,0,0.0
pair_sli480_td450_rep03_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep03_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep03_TD_bundle.cha,17,0,17,0,0.0
pair_sli480_td450_rep04_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep04_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep04_TD_bundle.cha,18,1,19,0,0.0
pair_sli480_td450_rep05_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep05_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep05_TD_bundle.cha,26,1,27,3,0.1111111111111111
pair_sli480_td450_rep06_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep06_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep06_TD_bundle.cha,15,0,15,0,0.0
pair_sli480_td450_rep07_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep07_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep07_TD_bundle.cha,23,0,23,0,0.0
pair_sli480_td450_rep08_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep08_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep08_TD_bundle.cha,34,0,34,0,0.0
pair_sli480_td450_rep09_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep09_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep09_TD_bundle.cha,43,0,43,0,0.0
pair_sli480_td450_rep10_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep10_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli480_td450_rep10_TD_bundle.cha,37,0,37,0,0.0
pair_sli482_td466_rep01_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep01_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep01_TD_bundle.cha,34,0,34,0,0.0
pair_sli482_td466_rep02_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep02_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep02_TD_bundle.cha,12,1,13,0,0.0
pair_sli482_td466_rep03_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep03_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep03_TD_bundle.cha,49,0,49,0,0.0
pair_sli482_td466_rep04_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep04_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep04_TD_bundle.cha,27,1,28,0,0.0
pair_sli482_td466_rep05_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep05_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep05_TD_bundle.cha,15,0,15,0,0.0
pair_sli482_td466_rep06_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep06_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep06_TD_bundle.cha,20,0,20,1,0.05
pair_sli482_td466_rep07_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep07_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep07_TD_bundle.cha,34,1,35,0,0.0
pair_sli482_td466_rep08_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep08_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep08_TD_bundle.cha,12,0,12,0,0.0
pair_sli482_td466_rep09_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep09_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep09_TD_bundle.cha,19,1,20,0,0.0
pair_sli482_td466_rep10_TD_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep10_TD_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli482_td466_rep10_TD_bundle.cha,30,0,30,0,0.0
pair_sli413_td439_rep01_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep01_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep01_SLI_bundle.cha,16,3,19,0,0.0
pair_sli413_td439_rep02_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep02_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep02_SLI_bundle.cha,34,0,34,0,0.0
pair_sli413_td439_rep03_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep03_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep03_SLI_bundle.cha,16,4,20,0,0.0
pair_sli413_td439_rep04_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep04_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep04_SLI_bundle.cha,16,1,17,0,0.0
pair_sli413_td439_rep05_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep05_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep05_SLI_bundle.cha,18,0,18,0,0.0
pair_sli413_td439_rep06_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep06_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep06_SLI_bundle.cha,21,0,21,0,0.0
pair_sli413_td439_rep07_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep07_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep07_SLI_bundle.cha,30,0,30,0,0.0
pair_sli413_td439_rep08_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep08_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep08_SLI_bundle.cha,15,2,17,0,0.0
pair_sli413_td439_rep09_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep09_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep09_SLI_bundle.cha,33,0,33,0,0.0
pair_sli413_td439_rep10_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep10_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli413_td439_rep10_SLI_bundle.cha,16,0,16,0,0.0
pair_sli427_td406_rep01_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep01_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep01_SLI_bundle.cha,10,2,12,0,0.0
pair_sli427_td406_rep02_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep02_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep02_SLI_bundle.cha,10,0,10,0,0.0
pair_sli427_td406_rep03_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep03_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep03_SLI_bundle.cha,23,0,23,0,0.0
pair_sli427_td406_rep04_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep04_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep04_SLI_bundle.cha,2,0,2,0,0.0
pair_sli427_td406_rep05_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep05_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep05_SLI_bundle.cha,16,1,17,1,0.058823529411764705
pair_sli427_td406_rep06_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep06_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep06_SLI_bundle.cha,13,0,13,0,0.0
pair_sli427_td406_rep07_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep07_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep07_SLI_bundle.cha,5,0,5,0,0.0
pair_sli427_td406_rep08_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep08_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep08_SLI_bundle.cha,16,2,18,1,0.05555555555555555
pair_sli427_td406_rep09_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep09_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep09_SLI_bundle.cha,6,2,8,0,0.0
pair_sli427_td406_rep10_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep10_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep10_SLI_bundle.cha,13,0,13,0,0.0
pair_sli444_td410_rep01_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep01_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep01_SLI_bundle.cha,0,0,0,0,0.0
pair_sli444_td410_rep02_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep02_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep02_SLI_bundle.cha,22,0,22,0,0.0
pair_sli444_td410_rep03_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep03_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep03_SLI_bundle.cha,4,0,4,0,0.0
pair_sli444_td410_rep04_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep04_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep04_SLI_bundle.cha,11,0,11,0,0.0
pair_sli444_td410_rep05_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep05_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep05_SLI_bundle.cha,19,1,20,0,0.0
pair_sli444_td410_rep06_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep06_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep06_SLI_bundle.cha,18,1,19,0,0.0
pair_sli444_td410_rep07_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep07_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep07_SLI_bundle.cha,14,0,14,0,0.0
pair_sli444_td410_rep08_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep08_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep08_SLI_bundle.cha,10,0,10,0,0.0
pair_sli444_td410_rep09_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep09_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep09_SLI_bundle.cha,3,0,3,0,0.0
pair_sli444_td410_rep10_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep10_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep10_SLI_bundle.cha,4,0,4,0,0.0
pair_sli474_td459_rep01_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep01_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep01_SLI_bundle.cha,14,1,15,0,0.0
pair_sli474_td459_rep02_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep02_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep02_SLI_bundle.cha,5,0,5,0,0.0
pair_sli474_td459_rep03_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep03_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep03_SLI_bundle.cha,20,0,20,0,0.0
pair_sli474_td459_rep04_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep04_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep04_SLI_bundle.cha,12,0,12,0,0.0
pair_sli474_td459_rep05_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep05_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep05_SLI_bundle.cha,14,0,14,0,0.0
pair_sli474_td459_rep06_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep06_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep06_SLI_bundle.cha,12,4,16,0,0.0
pair_sli474_td459_rep07_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep07_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep07_SLI_bundle.cha,27,5,32,0,0.0
pair_sli474_td459_rep08_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep08_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep08_SLI_bundle.cha,7,3,10,0,0.0
pair_sli474_td459_rep09_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep09_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep09_SLI_bundle.cha,36,0,36,0,0.0
pair_sli474_td459_rep10_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep10_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep10_SLI_bundle.cha,20,2,22,0,0.0
pair_sli475_td417_rep01_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep01_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep01_SLI_bundle.cha,21,0,21,0,0.0
pair_sli475_td417_rep02_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep02_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep02_SLI_bundle.cha,14,0,14,0,0.0
pair_sli475_td417_rep03_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep03_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep03_SLI_bundle.cha,27,0,27,0,0.0
pair_sli475_td417_rep04_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep04_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep04_SLI_bundle.cha,13,0,13,0,0.0
pair_sli475_td417_rep05_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep05_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep05_SLI_bundle.cha,14,0,14,0,0.0
pair_sli475_td417_rep06_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep06_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep06_SLI_bundle.cha,19,0,19,0,0.0
pair_sli475_td417_rep07_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep07_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep07_SLI_bundle.cha,21,0,21,0,0.0
pair_sli475_td417_rep08_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep08_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep08_SLI_bundle.cha,10,0,10,0,0.0
pair_sli475_td417_rep09_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep09_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep09_SLI_bundle.cha,20,0,20,0,0.0
pair_sli475_td417_rep10_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep10_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli475_td417_rep10_SLI_bundle.cha,14,0,14,0,0.0
pair_sli476_td460_rep01_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep01_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli476_td460_rep01_SLI_bundle.cha,9,0,9,0,0.0
