index,transcript_id,child_id,pair_id,replicate_id,transcript_path,utterance_count,token_count,perplexity_mean_across_folds,perplexity_median_across_folds,perplexity_std_across_folds,perplexity_min_across_folds,perplexity_max_across_folds
82,pair_sli479_td471_rep03_SLI_bundle,479,pair_sli479_td471,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli479_td471_rep03_SLI_bundle.cha,64,400,344.237319678027,349.97940362255025,15.661166844393382,321.2505488809783,362.01836314777574
83,pair_sli479_td471_rep04_SLI_bundle,479,pair_sli479_td471,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli479_td471_rep04_SLI_bundle.cha,70,377,263.2785924997044,259.56045444385137,21.997674080624876,244.61608440440753,300.66446143727046
84,pair_sli479_td471_rep05_SLI_bundle,479,pair_sli479_td471,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli479_td471_rep05_SLI_bundle.cha,57,344,318.18196355022474,312.7900190770576,10.466040489888115,310.0756897239303,334.81420464360957
85,pair_sli479_td471_rep06_SLI_bundle,479,pair_sli479_td471,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli479_td471_rep06_SLI_bundle.cha,64,342,325.95432189690496,322.50656410655546,12.698653091350545,309.26952269287347,343.1896309599534
86,pair_sli479_td471_rep07_SLI_bundle,479,pair_sli479_td471,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli479_td471_rep07_SLI_bundle.cha,59,399,326.58336828715284,324.5073072856901,16.746571021771878,304.9519383223458,351.2201303981054
87,pair_sli479_td471_rep08_SLI_bundle,479,pair_sli479_td471,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli479_td471_rep08_SLI_bundle.cha,65,383,276.74923594466344,269.4918305227641,26.590747661909937,254.5695093648512,321.9534837427645
88,pair_sli479_td471_rep09_SLI_bundle,479,pair_sli479_td471,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli479_td471_rep09_SLI_bundle.cha,52,302,321.32580031846953,319.43838165343277,10.937577765848575,307.46972549471997,337.2717736639679
89,pair_sli479_td471_rep10_SLI_bundle,479,pair_sli479_td471,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli479_td471_rep10_SLI_bundle.cha,66,369,292.6416326514433,286.5265898153623,22.36847187146976,273.81554418395757,330.50545732293364
90,pair_sli480_td450_rep01_SLI_bundle,480,pair_sli480_td450,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli480_td450_rep01_SLI_bundle.cha,65,315,308.4416237622865,307.79108474315245,20.032080463955584,281.62757139964447,337.29315356110584
91,pair_sli480_td450_rep02_SLI_bundle,480,pair_sli480_td450,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli480_td450_rep02_SLI_bundle.cha,86,433,200.92796823802215,182.7886201310098,47.266712026889,169.89668124805436,284.8182938511644
92,pair_sli480_td450_rep03_SLI_bundle,480,pair_sli480_td450,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli480_td450_rep03_SLI_bundle.cha,70,373,312.58516494914,311.87772834859817,20.695217421525403,285.6821340318731,343.3110640027342
93,pair_sli480_td450_rep04_SLI_bundle,480,pair_sli480_td450,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli480_td450_rep04_SLI_bundle.cha,86,425,209.7613011205236,191.7697498737846,50.023966276360774,174.11699458821593,298.13775473649986
94,pair_sli480_td450_rep05_SLI_bundle,480,pair_sli480_td450,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli480_td450_rep05_SLI_bundle.cha,88,458,263.30899947141165,253.89656154550332,31.812598609590943,232.28051215819917,316.3865241088596
95,pair_sli480_td450_rep06_SLI_bundle,480,pair_sli480_td450,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli480_td450_rep06_SLI_bundle.cha,88,372,268.08704403170924,262.9327256399807,31.925755085989135,232.85694513379136,320.3098367080217
96,pair_sli480_td450_rep07_SLI_bundle,480,pair_sli480_td450,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli480_td450_rep07_SLI_bundle.cha,68,412,282.8420934911415,283.222709140383,15.436543433304722,259.8478624734652,303.0855539086896
97,pair_sli480_td450_rep08_SLI_bundle,480,pair_sli480_td450,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli480_td450_rep08_SLI_bundle.cha,77,460,230.89670221000887,216.52420053080408,40.4196380356922,201.45721931647594,302.08867661773417
98,pair_sli480_td450_rep09_SLI_bundle,480,pair_sli480_td450,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli480_td450_rep09_SLI_bundle.cha,86,484,222.43923051207648,218.1103314247007,22.00537302605946,202.2372503571125,260.0165939495064
99,pair_sli480_td450_rep10_SLI_bundle,480,pair_sli480_td450,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli480_td450_rep10_SLI_bundle.cha,75,370,337.05581808098026,336.8924217058902,24.8726164148767,301.61419527151463,371.79152195101057
100,pair_sli482_td466_rep01_SLI_bundle,482,pair_sli482_td466,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli482_td466_rep01_SLI_bundle.cha,60,308,389.5437275285693,394.3738540491507,18.29692765039072,357.8641471780876,404.9146235079711
101,pair_sli482_td466_rep02_SLI_bundle,482,pair_sli482_td466,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli482_td466_rep02_SLI_bundle.cha,57,279,345.1114608027807,351.2900793754668,16.6751926871921,325.08785180204916,365.4892831354679
102,pair_sli482_td466_rep03_SLI_bundle,482,pair_sli482_td466,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli482_td466_rep03_SLI_bundle.cha,57,348,371.49595846789464,377.55753741102353,15.173581750866648,349.5618212070858,384.7380771225102
103,pair_sli482_td466_rep04_SLI_bundle,482,pair_sli482_td466,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli482_td466_rep04_SLI_bundle.cha,57,302,309.18480081076194,314.33822914886883,14.345762047996063,291.6102579861672,325.5879971320659
104,pair_sli482_td466_rep05_SLI_bundle,482,pair_sli482_td466,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli482_td466_rep05_SLI_bundle.cha,59,316,280.63025284668385,281.60283380312535,12.096276375409794,261.88292045137416,291.2256023725227
105,pair_sli482_td466_rep06_SLI_bundle,482,pair_sli482_td466,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli482_td466_rep06_SLI_bundle.cha,61,327,322.83687748881493,327.87630572069986,22.550715387102812,296.14473395907714,348.9053132241519
106,pair_sli482_td466_rep07_SLI_bundle,482,pair_sli482_td466,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli482_td466_rep07_SLI_bundle.cha,72,370,329.2071182651906,333.7274081045119,13.82493695690125,311.2345407520654,344.746726155763
107,pair_sli482_td466_rep08_SLI_bundle,482,pair_sli482_td466,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli482_td466_rep08_SLI_bundle.cha,64,331,369.5217333142518,379.3898598263762,20.212699794145948,338.2258055318373,385.9456220211337
108,pair_sli482_td466_rep09_SLI_bundle,482,pair_sli482_td466,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli482_td466_rep09_SLI_bundle.cha,66,371,379.7228970553465,386.0806409537906,17.11133511068823,354.65290989019763,395.5039179210229
109,pair_sli482_td466_rep10_SLI_bundle,482,pair_sli482_td466,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli482_td466_rep10_SLI_bundle.cha,61,370,304.6651139824052,311.5845814037234,14.50764980323801,287.01433931610393,320.24623359210875
