Sentence	MOR_Tier
did it do that with animal .	aux|do-Fin-Ind-Past-S3-irr pron|it-Prs-Nom-S3 verb|do-Inf-S pron|that-Dem adp|with noun|animal .
dat [: that] dog is xxx xxx .	det|that-Def-Dem-Sing noun|dog aux|be-Fin-Ind-Pres-S3 .
dis [: this] is a bed .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|bed .
dis [: this] is a bed for the boy .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|bed adp|for det|the-Def-Art noun|boy .
fish go in dere [: there] .	noun|fish-Plur verb|go-Fin-Ind-Pres-P3 adp|in adv|there .
is water !	aux|be-Fin-Ind-Pres-S3 noun|water !
water (.) is water on xxx .	noun|water aux|be-Fin-Ind-Pres-S3 noun|water adp|on .
xxx now mummy .	adv|now noun|mummy .
xxx now girls .	adv|now noun|girl-Plur .
xxx now mummy .	adv|now noun|mummy .
what in dere [: there] ?	pron|what-Int-S1 adp|in adv|there ?
mum is not a dog it call(ed) Mandy .	noun|mum aux|be-Fin-Ind-Pres-S3 part|not det|a-Ind-Art noun|dog pron|it-Prs-Nom-S3 verb|call-Fin-Ind-Past-S3 propn|Mandy .
&-er t(r)ain (.) it's a apple .	verb|train-Inf-Imp-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|apple .
is powers [: flowers] .	aux|be-Fin-Ind-Pres-S3 noun|flower-Plur .
(th)at goes (th)ere .	pron|that-Dem verb|go-Fin-Ind-Pres-S3 adv|there .
(th)at goes (th)ere . [+ srp]	pron|that-Dem verb|go-Fin-Ind-Pres-S3 adv|there .
what does a sheeshee [: sheep] do ?	pron|what-Int-S1 aux|do-Fin-Ind-Pres-S3 det|a-Ind-Art noun|sheep verb|do-Inf-S ?
be silly likkle [: little] woman .	aux|be-Fin-Imp-S adj|silly-S1 adj|little-S1 noun|woman .
put him dere [: there] and the fish and the waters .	verb|put-Fin-Imp-S pron|he-Prs-Acc-S3 adv|there cconj|and det|the-Def-Art noun|fish cconj|and det|the-Def-Art noun|water-Plur .
no is not any water .	intj|no aux|be-Fin-Ind-Pres-S3 part|not det|any-Def-Ind noun|water .
go away water .	verb|go-Fin-Imp-S adv|away noun|water-Acc .
here baby on a bus .	adv|here noun|baby adp|on det|a-Ind-Art noun|bus .
the xxx on the bus go tap@o his feet all day long .	det|the-Def-Art adp|on det|the-Def-Art noun|bus verb|go-Fin-Ind-Pres-S3 o|tap pron|his-Prs-Gen-S3 noun|foot-Plur det|all-Def-Tot noun|day adv|long .
my go to sit dere [: there] .	pron|my-Prs-Gen-S1 noun|go part|to verb|sit-Inf-S adv|there .
is a kangaroo .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|kangaroo .
you are xxx .	pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 .
me thought it was Tom .	pron|I-Prs-Acc-S1 verb|think-Fin-Ind-Past-S1-irr pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr propn|Tom .
don't move it .	aux|do-Fin-Imp-S~part|not verb|move-Fin-Imp-S pron|it-Prs-Acc-S3 .
just leave it not come out .	adv|just verb|leave-Fin-Imp-S pron|it-Prs-Acc-S3 part|not verb|come-Inf-S adp|out .
(b)ecause he's not g(r)owin(g) big .	sconj|because pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not verb|grow-Part-Pres-S adj|big-S1 .
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
what's (th)at mum ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|mum ?
just a piece of paper mummy ?	adv|just det|a-Ind-Art noun|piece adp|of noun|paper noun|mummy ?
it's &-er [/] it's a baby .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|baby .
&-er what is it ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 ?
name [/] name is Peter Pointer .	noun|name aux|be-Fin-Ind-Pres-S3 propn|Peter propn|Pointer .
he's a naughty c(r)ocodile likkle [: little] xxx .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|naughty-S1 noun|crocodile adj|little-S1 .
is a naughty c(r)ocodile .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|naughty-S1 noun|crocodile .
c(r)ocodile is sick .	noun|crocodile aux|be-Fin-Ind-Pres-S3 adj|sick-S1 .
nobody's coming .	pron|nobody-Neg-S1~aux|be-Fin-Ind-Pres-S3 verb|come-Part-Pres-S .
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .
what's (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
it's mine !	pron|it-Prs-S3~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-S1 !
it's disgus(t)in(g) .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|disgusting-S1 .
cup in dere [: there] mummy .	noun|cup adp|in adv|there noun|mummy .
tha(nk)s very muc(h) .	noun|thanks adv|very adv|much .
what's (th)at this hairb(r)ush .	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem det|this-Def-Dem-Sing noun|hairbrush .
it's got xxx hairb(r)ush xxx .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr noun|hairbrush-Acc .
lady is xxx to all toys .	noun|lady aux|be-Fin-Ind-Pres-S3 part|to det|all-Def-Tot noun|toy-Plur .
is xxx all toys .	aux|be-Fin-Ind-Pres-S3 det|all-Def-Tot noun|toy-Plur .
that's mine .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 pron|my-Prs-S1 .
not be de [: the] c(r)ocodile (.) not be .	part|not aux|be-Fin-Imp-S det|the-Def-Art noun|crocodile part|not aux|be-Fin-Imp-S .
is a gate .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|gate .
it's a goat .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|goat .
it's a goat .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|goat .
it's a goat . [+ srp]	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|goat .
it's a goat !	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|goat !
is a goat is a goat is a goat .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|goat aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|goat aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|goat .
now is a goat (.) now shup [: shut] up .	adv|now aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|goat adv|now verb|shut-Part-Past-S-irr adp|up .
you cheeky boy (.) you are cheeky boy .	pron|you-Prs-Nom-S2 adj|cheeky-S1 noun|boy pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 adj|cheeky-S1 noun|boy .
you a boy &~uhn aren't you ?	pron|you-Prs-Nom-S2 det|a-Ind-Art noun|boy aux|be-Fin-Ind-Pres-S2~part|not pron|you-Prs-Nom-S2 ?
yes yes yes you are .	intj|yes intj|yes intj|yes pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 .
you a big boy really .	pron|you-Prs-Acc-S2 det|a-Ind-Art adj|big-S1 noun|boy adv|really .
you're baby Tom .	pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 noun|baby propn|Tom .
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .
ugh (.) ugh it's not fair +/.	intj|ugh intj|ugh pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not adj|fair-S1 +/.
doggie's hurt he [/] he's hurt .	noun|doggie~aux|be-Fin-Ind-Pres-S3 verb|hurt-Part-Past-S-irr pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|hurt-Part-Past-S-irr .
when he's poorly .	adv|when pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|poorly .
is but(ch)er man .	aux|be-Fin-Ind-Pres-S3 noun|butcher noun|man .
is but(ch)er man . [+ srp]	aux|be-Fin-Ind-Pres-S3 noun|butcher noun|man .
dat's [: that's] a farmer xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|farmer .
dis [: this] is a +//.	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art +//.
can fix it .	aux|can-Fin-S verb|fix-Inf-S pron|it-Prs-Acc-S3 .
is a Bob de [: the] builder can he fix it ?	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art propn|Bob det|the-Def-Art noun|builder-Acc aux|can-Fin-S pron|he-Prs-Nom-S3 verb|fix-Inf-S pron|it-Prs-Acc-S3 ?
Bob de [: the] builder can he fix it ?	propn|Bob det|the-Def-Art noun|builder aux|can-Fin-S pron|he-Prs-Nom-S3 verb|fix-Inf-S pron|it-Prs-Acc-S3 ?
ahhah <he fake [: wake] up> [/] he fake [: wake] up now !	intj|ahhah pron|he-Prs-Nom-S3 verb|wake-Fin-Ind-Pres-S3 adp|up adv|now !
he fake [: wake] up now .	pron|he-Prs-Nom-S3 verb|wake-Fin-Ind-Pres-S3 adp|up adv|now .
is po(l)iceman ?	aux|be-Fin-Ind-Pres-S3 noun|policeman ?
no is sposta go to dail [: jail] .	intj|no aux|be-Fin-Ind-Pres-S3 part|sposta verb|go-Inf-Imp-S adp|to noun|jail .
dis [: this] is go in dere [: there] .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 verb|go-Inf-S adp|in adv|there .
&~a:h (.) is de [: the] water .	aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|water .
what are (.) boat .	pron|what-Int-S1 aux|be-Fin-Ind-Pres-P3 noun|boat .
dat's [: that's] a c(l)own likkle [: little] dog .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|clown adj|little-S1 noun|dog .
dat's [: that's] a c(l)own .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|clown .
is a mum .	aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|mum .
now where's ano(th)er book ?	adv|now adv|where~aux|be-Fin-Ind-Pres-S3 det|another-Def-Ind noun|book ?
where's a book ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|book ?
where is a book xxx ?	adv|where aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|book ?
thank(s) (.) very muc(h) .	noun|thanks adv|very adv|much .
&~a:h she so gorgeous .	pron|she-Prs-Nom-S3 adv|so adj|gorgeous-S1 .
is beautiful &~uhn is she .	aux|be-Fin-Ind-Pres-S3 adj|beautiful-S1 aux|be-Fin-Ind-Pres-S3 pron|she-Prs-Nom-S3 .
&-er she's dancin(g) .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|dance-Part-Pres-S .
is &-er dancing &-uh cats .	aux|be-Fin-Ind-Pres-S3 verb|dance-Part-Pres-S noun|cat-Plur .
dook [: look] is a b(r)idge .	noun|look aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|bridge .
he go dere [: there] .	pron|he-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 adv|there .
he gotta ta(ke) cat .	pron|he-Prs-Nom-S3 aux|getta-Fin-S verb|take-Inf-S noun|cat-Acc .
nobody (h)ere .	pron|nobody-Neg-S1 adv|here .
&~a:h she's got him .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr pron|he-Prs-Acc-S3 .
all the way (h)ome .	det|all-Def-Tot det|the-Def-Art noun|way adv|home .
ahhah is dancing !	propn|ahhah aux|be-Fin-Ind-Pres-S3 verb|dance-Part-Pres-S !
look he's jumping a cat !	verb|look-Fin-Imp-S pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|jump-Part-Pres-S det|a-Ind-Art noun|cat-Acc !
what's (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
what's (th)at ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
&-um it's Nath &-um can we open .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 propn|Nath aux|can-Fin-S pron|we-Prs-Nom-P1 verb|open-Inf-S .
it's [/] it's time for us cafe open now .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|time adp|for pron|we-Prs-Acc-P1 noun|cafe adj|open-S1 adv|now .
get it ready first .	verb|get-Fin-Imp-S pron|it-Prs-Acc-S3 adj|ready-S1 adv|first .
we going need one of them &~uhn don't we ?	pron|we-Prs-Nom-P1 verb|go-Part-Pres-S verb|need-Inf-Pres-S num|one adp|of pron|they-Prs-Acc-P3 aux|do-Fin-Ind-Pres-P3~part|not pron|we-Prs-Nom-P1 ?
look what I'm doing <on these> [//] with these chairs .	verb|look-Fin-Imp-S pron|what-Rel-S1 pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|do-Part-Pres-S adp|with det|this-Def-Dem-Plur noun|chair-Plur .
look what I'm doing with them .	verb|look-Fin-Imp-S pron|what-Rel-S1 pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|do-Part-Pres-S adp|with pron|they-Prs-Acc-P3 .
I've stacked some look .	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|stack-Part-Past-S det|some-Def-Ind noun|look-Acc .
where does this go ?	adv|where aux|do-Fin-Ind-Pres-S3 pron|this-Dem-S1 verb|go-Inf-S ?
that's xxx one fits .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 num|one noun|fit-Plur .
what have we got in here ?	pron|what-Int-S1 aux|have-Fin-Ind-Pres-P1 pron|we-Prs-Nom-P1 verb|get-Part-Past-S-irr adp|in adv|here ?
&-er I'm phoning you mum .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|phone-Part-Pres-S pron|you-Prs-Acc-S2 noun|mum-Acc .
yeah &-er <did the> [/] did the cafe just opening now ?	intj|yeah aux|do-Fin-Ind-Past-S3-irr det|the-Def-Art noun|cafe adv|just verb|open-Part-Pres-S adv|now ?
oh look oh <I didn't> [/] I didn't know what happens this till .	intj|oh verb|look-Fin-Imp-S intj|oh pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Past-S1-irr~part|not verb|know-Inf-S pron|what-Int-S1 verb|happen-Fin-Ind-Pres-S3 pron|this-Dem-S1 adp|till .
yeah did know I did it last time .	intj|yeah aux|do-Fin-Ind-Past-S3-irr verb|know-Inf-S pron|I-Prs-Nom-S1 verb|do-Fin-Ind-Past-S1-irr pron|it-Prs-Acc-S3 adj|last-S1 noun|time .
mummy I just [/] just xxx that milkman (.) mum .	noun|mummy pron|I-Prs-Nom-S1 adv|just det|that-Def-Dem-Sing noun|milkman noun|mum .
I've got a milkman .	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|get-Part-Past-S-irr det|a-Ind-Art noun|milkman-Acc .
oh I haven't .	intj|oh pron|I-Prs-Nom-S1 aux|have-Fin-Ind-Pres-S1~part|not .
we don't need that one &~uhn do we ?	pron|we-Prs-Nom-P1 aux|do-Fin-Ind-Pres-P1~part|not verb|need-Inf-S det|that-Def-Dem-Sing noun|one-Acc verb|do-Inf-S pron|we-Prs-Nom-P1 ?
don't need xxx that cups .	aux|do-Fin-Ind-Pres-S3~part|not verb|need-Fin-Imp-S det|that-Def-Dem-Sing noun|cup-Plur-Acc .
if it's busy .	sconj|if pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|busy-S1 .
mum xxx mum that has go that way look .	noun|mum noun|mum pron|that-Rel aux|have-Fin-Ind-Pres-S3 verb|go-Inf-Past-S det|that-Def-Dem-Sing noun|way verb|look-Inf-S .
I [/] I haven't put &-er milks in yet .	pron|I-Prs-Nom-S1 aux|have-Fin-Ind-Pres-S1~part|not verb|put-Part-Past-S-irr noun|milk-Plur-Acc adp|in adv|yet .
<I was just> [/] I was just xxx .	pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Past-S1-irr adv|just .
I'm phoning you mum .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|phone-Part-Pres-S pron|you-Prs-Acc-S2 noun|mum-Acc .
is it open yet ?	aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 adj|open-S1 adv|yet ?
<have got> [/] <have gotta> [//] have got xxx all about it .	aux|have-Fin-Ind-Pres-S1 verb|get-Part-Past-S-irr det|all-Def-Tot adp|about pron|it-Prs-Acc-S3 .
<you phone> [/] you phone me next .	pron|you-Prs-Nom-S2 verb|phone-Fin-Ind-Pres-S2 pron|I-Prs-Acc-S1 adv|next .
what is this ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 ?
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .
no just rubbish &~uhn isn't it ?	det|no-Def-Neg adv|just noun|rubbish aux|be-Fin-Ind-Pres-S3~part|not pron|it-Prs-Nom-S3 ?
oh oh mummy what's this for ?	intj|oh intj|oh noun|mummy pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 adp|for ?
<is it> [/] <is it for &-um> [//] is it for when it's all like that when [/] when [/] when you just bought it when do that ?	aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 adp|for adv|when pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|all adp|like pron|that-Dem adv|when pron|you-Prs-Nom-S2 adv|just verb|buy-Fin-Ind-Past-S2-irr pron|it-Prs-Acc-S3 adv|when aux|do-Fin-Ind-Pres-S3 pron|that-Dem ?
mum shall I put that in bin ?	noun|mum aux|shall-Fin-S pron|I-Prs-Nom-S1 verb|put-Inf-S pron|that-Dem adp|in propn|bin ?
shall I ?	aux|shall-Fin-S pron|I-Prs-Nom-S1 ?
I'm [/] I'm just putting the bag through there .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adv|just verb|put-Part-Pres-S det|the-Def-Art noun|bag-Acc adp|through adv|there .
mummy that is what he wear look .	noun|mummy pron|that-Dem aux|be-Fin-Ind-Pres-S3 pron|what-Rel-S1 pron|he-Prs-Nom-S3 verb|wear-Fin-Ind-Pres-S3 verb|look-Fin-S .
can you put it on for me ?	aux|can-Fin-S pron|you-Prs-Nom-S2 verb|put-Inf-S pron|it-Prs-Acc-S3 adp|on adp|for pron|I-Prs-Acc-S1 ?
&-er mum xxx phone me now +/.	noun|mum verb|phone-Fin-Imp-S pron|I-Prs-Acc-S1 adv|now +/.
&-er &-er <I was just> [/] <I was just xxx> [//] I was just putting the bed up .	pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Past-S1-irr adv|just verb|put-Part-Pres-S det|the-Def-Art noun|bed-Acc adp|up .
right I just coming in my car now .	adv|right pron|I-Prs-Nom-S1 adv|just verb|come-Part-Pres-S adp|in pron|my-Prs-Gen-S1 noun|car adv|now .
I [/] I still work here though .	pron|I-Prs-Nom-S1 adv|still verb|work-Fin-Ind-Pres-S1 adv|here adv|though .
mum mum where am going ?	noun|mum noun|mum adv|where aux|be-Fin-Ind-Pres-S1 verb|go-Part-Pres-S ?
it's just the cafe man .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|just det|the-Def-Art noun|cafe noun|man .
we [/] we just back to shopping in a minute .	pron|we-Prs-Nom-P1 adv|just adv|back adp|to noun|shopping-Ger adp|in det|a-Ind-Art noun|minute .
ugh look <it's &-er> [/] <it's &-er> [//] it's [/] it's falling down again on here .	intj|ugh verb|look-Fin-Imp-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|fall-Part-Pres-S adp|down adv|again adp|on adv|here .
hi what was you doing ?	intj|hi pron|what-Int-S1 aux|be-Fin-Ind-Past-S3-irr pron|you-Prs-Nom-S2 verb|do-Part-Pres-S ?
mum what were you doing before ?	noun|mum pron|what-Int-S1 aux|be-Fin-Ind-Past-S2-irr pron|you-Prs-Nom-S2 verb|do-Part-Pres-S adv|before ?
yeah just stay there for a minute I just going fix my phone it's not on yet .	intj|yeah adv|just verb|stay-Fin-Imp-S adv|there adp|for det|a-Ind-Art noun|minute pron|I-Prs-Nom-S1 adv|just verb|go-Part-Pres-S verb|fix-Inf-S pron|my-Prs-Gen-S1 noun|phone-Acc pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not adp|on adv|yet .
thanks &-er just wait there for me .	noun|thanks adv|just verb|wait-Fin-Imp-S adv|there adp|for pron|I-Prs-Acc-S1 .
hello (.) are you there ?	intj|hello aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 adv|there ?
are you there ?	aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 adv|there ?
oh (.) so is it open now ?	intj|oh adv|so aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 adj|open-S1 adv|now ?
yes I will .	intj|yes pron|I-Prs-Nom-S1 aux|will-Fin-S .
I [/] I will have a look on a road now .	pron|I-Prs-Nom-S1 aux|will-Fin-S verb|have-Inf-S det|a-Ind-Art noun|look-Acc adp|on det|a-Ind-Art noun|road adv|now .
he is look .	pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 verb|look-Part-S .
he is .	pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .
he xxx &-er mum he's +...	pron|he-Prs-Nom-S3 noun|mum pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 +...
that's his bum .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 pron|his-Prs-Gen-S3 noun|bum .
that's his willie .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 pron|his-Prs-Gen-S3 noun|willie .
mummy where are you ?	noun|mummy adv|where aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 ?
can I get some chips please ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|get-Inf-S det|some-Def-Ind noun|chip-Plur-Acc intj|please ?
mum &-um &-er &-um just &-er just &-er just left them [/] them at the door .	noun|mum adv|just adv|just adv|just verb|leave-Fin-Ind-Past-S3-irr pron|they-Prs-Acc-P3 adp|at det|the-Def-Art noun|door .
well we've got one xxx there .	intj|well pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 verb|get-Part-Past-S-irr num|one adv|there .
I will .	pron|I-Prs-Nom-S1 aux|will-Fin-S .
&-er what shall I do now ?	pron|what-Int-S1 aux|shall-Fin-S pron|I-Prs-Nom-S1 verb|do-Inf-S adv|now ?
no you've got all that yet !	intj|no pron|you-Prs-Nom-S2~aux|have-Fin-Ind-Pres-S2 verb|get-Part-Past-S-irr det|all-Def-Tot pron|that-Dem adv|yet !
okay then I [/] <I just put this> [//] I just putting this kettle on .	intj|okay adv|then pron|I-Prs-Nom-S1 adv|just verb|put-Part-Pres-S det|this-Def-Dem-Sing noun|kettle-Acc adp|on .
gotta leave it in this though .	aux|getta-Fin-S verb|leave-Inf-S pron|it-Prs-Acc-S3 adp|in det|this-Def-Dem-Sing adv|though .
mum this boy wants some ice(c)ream now mum .	noun|mum det|this-Def-Dem-Sing noun|boy verb|want-Fin-Ind-Pres-S3 det|some-Def-Ind noun|icecream-Acc adv|now noun|mum-Acc .
<I will> [/] I will give it some him now .	pron|I-Prs-Nom-S1 aux|will-Fin-S verb|give-Inf-S pron|it-Prs-Acc-S3 det|some-Def-Ind pron|he-Prs-Acc-S3 adv|now .
that's where you put it on .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adv|where pron|you-Prs-Nom-S2 verb|put-Fin-Ind-Past-S2-irr pron|it-Prs-Acc-S3 adp|on .
I've done the spoon .	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|do-Part-Past-S-irr det|the-Def-Art noun|spoon-Acc .
there your spoon .	adv|there pron|your-Prs-Gen-S2 noun|spoon .
&-um the milk's nearly all gone now .	det|the-Def-Art noun|milk~aux|be-Fin-Ind-Pres-S3 adv|nearly adv|all verb|go-Part-Past-S-irr adv|now .
no &-er it's the cafe man yeah here +/.	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|cafe noun|man intj|yeah adv|here +/.
&-um I will have look now .	pron|I-Prs-Nom-S1 aux|will-Fin-S aux|have-Inf-S verb|look-Inf-S adv|now .
not going xxx got three more left .	part|not aux|go-Part-Pres-S verb|get-Part-Past-S-irr num|three adj|more-Cmp-S1 noun|left-Acc .
I will now .	pron|I-Prs-Nom-S1 aux|will-Fin-S adv|now .
put <xxx these again> [<] .	verb|put-Fin-Imp-S pron|this-Dem-P1 adv|again .
take them just like this .	verb|take-Fin-Imp-S pron|they-Prs-Acc-P3 adv|just adp|like pron|this-Dem-S1 .
mum xxx I just going now .	noun|mum pron|I-Prs-Nom-S1 adv|just verb|go-Part-Pres-S adv|now .
it was busy day today &~uhn wasn't it ?	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr adj|busy-S1 noun|day noun|today aux|be-Fin-Ind-Past-S3-irr~part|not pron|it-Prs-Nom-S3 ?
it be ve(ry) busy tomorrow .	pron|it-Prs-Nom-S3 aux|be-Fin-S adv|very adj|busy-S1 noun|tomorrow .
okay then <I'll put> [/] <I'll put some new> [//] I'll put some more in these .	intj|okay adv|then pron|I-Prs-Nom-S1~aux|will-Fin-S verb|put-Inf-S det|some-Def-Ind adj|more-Cmp-S1 adp|in pron|this-Dem-P1 .
yeah he [/] he puts them in now .	intj|yeah pron|he-Prs-Nom-S3 verb|put-Fin-Ind-Pres-S3 pron|they-Prs-Acc-P3 adp|in adv|now .
he's coming now .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|come-Part-Pres-S adv|now .
&-er have [/] have [/] hafta take a long time though .	intj|hafta verb|take-Fin-Imp-S det|a-Ind-Art adj|long-S1 noun|time-Acc adv|though .
when Kate tomes [: comes] .	adv|when propn|Kate verb|come-Fin-Ind-Pres-S3 .
it is .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .
how (c)ome you're shattered ?	adv|how verb|come-Fin-Ind-Pres-S3 pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 verb|shattered-Part-Past-S ?
he has put some more in them now &~uhn hadn't he ?	pron|he-Prs-Nom-S3 aux|have-Fin-Ind-Pres-S3 verb|put-Part-Past-S-irr det|some-Def-Ind adj|more-Cmp-S1 adp|in pron|they-Prs-Acc-P3 adv|now aux|have-Fin-Ind-Past-S3-irr~part|not pron|he-Prs-Nom-S3 ?
just put some more in them &~uhn hadn't he ?	adv|just verb|put-Fin-Imp-S det|some-Def-Ind adj|more-Cmp-S1 adp|in pron|they-Prs-Acc-P3 aux|have-Fin-Ind-Past-S3-irr~part|not pron|he-Prs-Nom-S3 ?
hello he's spilt them now .	intj|hello pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|spilt-Part-Past-S pron|they-Prs-Acc-P3 adv|now .
